file,DewettingResult,CrackResult,GT_Dewetting,GT_Crack,GT_Dewetting_Std,GT_Crack_Std,GT_Dewetting_Labeller 1,GT_Dewetting_Labeller2,GT_Dewetting_Labeller3,GT_Crack_Labeller1,GT_Crack_Labeller2,GT_Crack_Labeller3
1219.jpg,0,0.4,0.5,1,0.5,0,0,1,,1,1,
122.jpg,0,0.3,0.5,1,0.5,0,0,1,,1,1,
1220.jpg,0,0.2,0,0.5,0,0.5,0,0,,0,1,
1221.jpg,0,0.3,0.5,1,0.5,0,0,1,,1,1,
1222.jpg,0.1,0,0.5,0,0.5,0,0,1,,0,0,
1223.jpg,0.1,0.3,0,0.5,0,0.5,0,0,,1,0,
1224.jpg,0,0,1.5,0.5,0.5,0.5,1,2,,1,0,
1225.jpg,0,0,0,0,0,0,0,0,,0,0,
1226.jpg,0,0,0,0,0,0,0,0,,0,0,
1227.jpg,0,0,0.5,1,0.5,1,0,1,,0,2,
1228.jpg,0,0.2,0.5,1,0.5,1,0,1,,0,2,
1229.jpg,0,0,0,0.5,0,0.5,0,0,,0,1,
123.jpg,0,0,0,1,0,0,0,0,,1,1,
1230.jpg,0,0.5,0.5,0,0.5,0,0,1,,0,0,
1231.jpg,0,0.5,0.5,1,0.5,1,0,1,,2,0,
1232.jpg,0,0.4,1,1.5,0,0.5,1,1,,1,2,
1233.jpg,0,0.1,0,0.5,0,0.5,0,0,,0,1,
1234.jpg,0,0.3,0.5,1,0.5,0,0,1,,1,1,
1235.jpg,0.1,0.2,0,0.5,0,0.5,0,0,,0,1,
1236.jpg,0,0.8,0.5,0,0.5,0,0,1,,0,0,
1237.jpg,0,0.7,0.5,0,0.5,0,0,1,,0,0,
1238.jpg,0,0,0,0.5,0,0.5,0,0,,0,1,
1239.jpg,0,1,1,0,0,0,1,1,,0,0,
124.jpg,0.1,0,0,0.5,0,0.5,0,0,,0,1,
1240.jpg,0,0.7,0.5,1,0.5,1,0,1,,0,2,
1241.jpg,0,0.2,0,0,0,0,0,0,,0,0,
1242.jpg,0,1.6,0,1.5,0,0.5,0,0,,2,1,
1243.jpg,0,0.4,0.5,1.5,0.5,0.5,0,1,,1,2,
1244.jpg,0.1,1.3,0.5,1.5,0.5,0.5,0,1,,1,2,
1245.jpg,0,0.3,0,0.5,0,0.5,0,0,,1,0,
1246.jpg,0,0.3,0.5,1,0.5,0,0,1,,1,1,
1247.jpg,0,0.1,0.5,0.5,0.5,0.5,0,1,,0,1,
1248.jpg,0,1.1,0.5,1,0.5,1,0,1,,2,0,
1249.jpg,0,0.3,0.5,0.5,0.5,0.5,0,1,,0,1,
125.jpg,0.1,0,0,0.5,0,0.5,0,0,,0,1,
1250.jpg,0,0.9,0.5,2,0.5,1,0,1,,1,3,
1251.jpg,0,0.4,0,0,0,0,0,0,,0,0,
1252.jpg,0,0.5,0,1,0,1,0,0,,0,2,
1253.jpg,0,0.8,0.5,0.5,0.5,0.5,0,1,,1,0,
1254.jpg,0,0.6,0.5,0.5,0.5,0.5,0,1,,1,0,
1255.jpg,0,1.1,0.5,1,0.5,1,0,1,,0,2,
1256.jpg,0,0.4,0.5,1,0.5,1,1,0,,0,2,
1257.jpg,0,0.2,0.5,0.5,0.5,0.5,0,1,,0,1,
1258.jpg,0,0.7,0,0.5,0,0.5,0,0,,0,1,
1259.jpg,0,0.7,1,1.5,1,0.5,0,2,,1,2,
126.jpg,0,0.1,0,1.5,0,0.5,0,0,,1,2,
1260.jpg,0,0.5,1,1,1,0,0,2,,1,1,
1261.jpg,0,0.3,0.5,1,0.5,0,0,1,,1,1,
1262.jpg,0,0.1,0,0.5,0,0.5,0,0,,0,1,
1263.jpg,0,0.9,0,0.5,0,0.5,0,0,,1,0,
1264.jpg,0,0.6,0,0,0,0,0,0,,0,0,
1265.jpg,0.1,0.2,0.5,0,0.5,0,1,0,,0,0,
1266.jpg,0,0.1,0,0.5,0,0.5,0,0,,0,1,
1267.jpg,0.1,0.1,0.5,0,0.5,0,0,1,,0,0,
1268.jpg,0,0.5,0.5,1,0.5,0,0,1,,1,1,
1269.jpg,0.1,0.8,0.5,1,0.5,1,0,1,,0,2,
127.jpg,0,0,0.5,1.5,0.5,0.5,0,1,,1,2,
1270.jpg,0.1,1.6,1,2.5,0,0.5,1,1,,2,3,
1271.jpg,0,1.6,0.5,3,0.5,0,0,1,,3,3,
1272.jpg,0.1,1.2,0.5,0.5,0.5,0.5,0,1,,1,0,
1273.jpg,0.1,0.9,0.5,1.5,0.5,0.5,0,1,,1,2,
1274.jpg,0,1.5,0,1,0,1,0,0,,2,0,
1275.jpg,0,0.1,0,0,0,0,0,0,,0,0,
1276.jpg,0.1,0.2,0.5,1.5,0.5,0.5,0,1,,1,2,
1277.jpg,0.1,1.1,0.5,1.5,0.5,0.5,0,1,,1,2,
1278.jpg,0,0.2,0.5,0.5,0.5,0.5,0,1,,1,0,
1279.jpg,0.1,0.4,0,0.5,0,0.5,0,0,,1,0,
128.jpg,0,0.9,0,2.5,0,0.5,0,0,,2,3,
1280.jpg,0.1,1,0.5,1,0.5,0,1,0,,1,1,
1281.jpg,0.1,0.3,0,1,0,1,0,0,,0,2,
1282.jpg,0.1,0.7,0,0.5,0,0.5,0,0,,1,0,
1283.jpg,0.1,0.1,0,0,0,0,0,,0,0,,0
1284.jpg,0,0.4,0,1,0,0,0,,0,1,,1
1285.jpg,0.1,0.1,0,0.5,0,0.5,0,,0,1,,0
1286.jpg,0,0.8,0,1,0,0,0,,0,1,,1
1287.jpg,0,0.7,0,0,0,0,0,,0,0,,0
1288.jpg,0.1,0.1,0,0,0,0,0,,0,0,,0
1289.jpg,0,0.2,0.5,0.5,0.5,0.5,0,,1,1,,0
129.jpg,0,0.4,0.5,0.5,0.5,0.5,0,,1,0,,1
1290.jpg,0.1,0.3,0,0.5,0,0.5,0,,0,0,,1
1291.jpg,0.1,1.1,0.5,1.5,0.5,0.5,1,,0,1,,2
1292.jpg,0,1,0,1,0,0,0,,0,1,,1
1293.jpg,0,0.6,0.5,0.5,0.5,0.5,0,,1,1,,0
1294.jpg,0.1,0.5,0.5,0,0.5,0,0,,1,0,,0
1295.jpg,0.1,1.2,0,1,0,0,0,,0,1,,1
1296.jpg,0.1,0.7,0.5,0,0.5,0,0,,1,0,,0
1297.jpg,0.1,1.1,0,1,0,0,0,,0,1,,1
1298.jpg,0,1.3,0.5,1,0.5,0,1,,0,1,,1
1299.jpg,0.1,0.7,0,0.5,0,0.5,0,,0,1,,0
13.jpg,0,6.3,0,6,0,0,0,,0,6,,6
130.jpg,0,0,0,0.5,0,0.5,0,,0,1,,0
1300.jpg,0.1,1.4,0.5,1,0.5,0,0,,1,1,,1
1301.jpg,0,1.1,0.5,1.5,0.5,0.5,0,,1,2,,1
1302.jpg,0,0.2,0.5,0,0.5,0,1,,0,0,,0
1303.jpg,0.1,0,0,0,0,0,0,,0,0,,0
1304.jpg,0.1,0.5,0,1,0,0,0,,0,1,,1
1305.jpg,0,0.8,0.5,1,0.5,0,0,,1,1,,1
1306.jpg,0.1,0.7,0,0.5,0,0.5,0,,0,1,,0
1307.jpg,0.1,0.5,0.5,0.5,0.5,0.5,1,,0,1,,0
1308.jpg,0,0.6,0,0,0,0,0,,0,0,,0
1309.jpg,0.1,1.2,0.5,1.5,0.5,0.5,0,,1,1,,2
131.jpg,0,0.3,0.5,0,0.5,0,0,,1,0,,0
1310.jpg,0.1,0.6,0.5,0.5,0.5,0.5,1,,0,1,,0
1311.jpg,0,0.5,0,0,0,0,0,,0,0,,0
1312.jpg,0.1,0.3,0,0.5,0,0.5,0,,0,1,,0
1313.jpg,0.1,0.2,0,0.5,0,0.5,0,,0,1,,0
1314.jpg,0.1,0.8,0.5,1,0.5,0,0,,1,1,,1
1315.jpg,0.1,0.7,0.5,1,0.5,0,0,,1,1,,1
1316.jpg,0,1.7,0,2.5,0,0.5,0,,0,3,,2
1317.jpg,0.1,1.2,0,1,0,0,0,,0,1,,1
1318.jpg,0.1,1.5,0.5,1,0.5,0,0,,1,1,,1
1319.jpg,0,1.7,0,2.5,0,0.5,0,,0,3,,2
132.jpg,0,0.2,0.5,0,0.5,0,0,,1,0,,0
1320.jpg,0.1,0.9,0,1,0,0,0,,0,1,,1
1321.jpg,0.1,0.6,0,1,0,0,0,,0,1,,1
1322.jpg,0.1,0.2,0,0,0,0,0,,0,0,,0
1323.jpg,0.1,1,0.5,1,0.5,0,0,,1,1,,1
1324.jpg,0.1,0.9,0,1,0,0,0,,0,1,,1
1325.jpg,0.1,0.4,0.5,0.5,0.5,0.5,0,,1,0,,1
1326.jpg,0,0.5,0,0,0,0,0,,0,0,,0
1327.jpg,0.1,0,0,0,0,0,0,,0,0,,0
1328.jpg,0.1,1,0,1,0,0,0,,0,1,,1
1329.jpg,0,0.9,1,1,0,0,1,,1,1,,1
133.jpg,0,0,0,0.5,0,0.5,0,,0,1,,0
1330.jpg,0.1,0.6,0,0.5,0,0.5,0,,0,0,,1
1331.jpg,0.1,0.4,0.5,0,0.5,0,0,,1,0,,0
1332.jpg,0,0.1,0.5,0,0.5,0,0,,1,0,,0
1333.jpg,0.1,0.3,0.5,0.5,0.5,0.5,1,,0,1,,0
1334.jpg,0.1,0.2,0,0,0,0,0,,0,0,,0
1335.jpg,0.1,0.2,0,0,0,0,0,,0,0,,0
1336.jpg,0.1,0.4,0.5,0.5,0.5,0.5,0,,1,1,,0
1337.jpg,0,0.3,0,1,0,0,0,,0,1,,1
1338.jpg,0,0.4,0,1,0,0,0,,0,1,,1
1339.jpg,0.1,1,0.5,1,0.5,0,0,,1,1,,1
134.jpg,0,0.9,0,1,0,0,0,,0,1,,1
1340.jpg,0,0.2,0,1,0,0,0,,0,1,,1
1341.jpg,0,0.7,0.5,1.5,0.5,0.5,0,,1,2,,1
1342.jpg,0.1,0.6,0,0,0,0,0,,0,0,,0
1343.jpg,0,0.8,0.5,1,0.5,1,0,,1,2,,0
1344.jpg,0.1,0.7,0.5,0.5,0.5,0.5,0,,1,1,,0
1345.jpg,0.1,0.5,0,0.5,0,0.5,0,,0,1,,0
1346.jpg,0,0.5,0,0.5,0,0.5,0,,0,1,,0
1347.jpg,0,1,0,1,0,0,0,,0,1,,1
1348.jpg,0.1,0.2,0.5,0,0.5,0,0,,1,0,,0
1349.jpg,0,0.4,0,0.5,0,0.5,0,,0,0,,1
135.jpg,0,0.6,0,0.5,0,0.5,0,,0,0,,1
1350.jpg,0,2,0,2.5,0,0.5,0,,0,3,,2
1351.jpg,0.1,0.3,0,0,0,0,0,,0,0,,0
1352.jpg,0,0.7,0,0.5,0,0.5,0,,0,0,,1
1353.jpg,0,0.8,0.5,1.5,0.5,0.5,0,,1,2,,1
1354.jpg,0.1,2.5,0,2.5,0,0.5,0,,0,2,,3
1355.jpg,0.2,0.7,0.5,0.5,0.5,0.5,0,,1,0,,1
1356.jpg,0,0.1,0,0,0,0,0,,0,0,,0
1357.jpg,0.1,0.1,0,0,0,0,0,,0,0,,0
1358.jpg,0.1,0.4,0,0,0,0,0,,0,0,,0
1359.jpg,0,1,0,1,0,0,0,,0,1,,1
136.jpg,0,0.3,0,0.5,0,0.5,0,,0,0,,1
1360.jpg,0.1,2.6,0.5,2,0.5,0,0,,1,2,,2
1361.jpg,0,1.6,0.5,1,0.5,0,0,,1,1,,1
1362.jpg,0,2.1,0.5,2.5,0.5,0.5,0,,1,2,,3
1363.jpg,0.1,1.3,0,1.5,0,0.5,0,,0,1,,2
1364.jpg,0,2.8,0,3,0,1,0,,0,4,,2
1365.jpg,0,3.1,0,3.5,0,0.5,0,,0,4,,3
1366.jpg,0.1,2.7,0.5,2,0.5,0,0,,1,2,,2
1367.jpg,0,2.9,0.5,3.5,0.5,0.5,0,,1,4,,3
1368.jpg,0,2.1,0,2.5,0,0.5,0,,0,3,,2
1369.jpg,0.1,3.2,0,3.5,0,0.5,0,,0,4,,3
137.jpg,0.1,0.5,0,1,0,0,0,,0,1,,1
1370.jpg,0,2.7,0,2.5,0,0.5,0,,0,2,,3
1371.jpg,0.1,0.8,0.5,0.5,0.5,0.5,0,,1,1,,0
1372.jpg,0.1,2.3,0.5,2,0.5,0,0,,1,2,,2
1373.jpg,0,1.5,0,1,0,0,0,,0,1,,1
1374.jpg,0,1.7,0,1.5,0,0.5,0,,0,1,,2
1375.jpg,0.1,3.5,0,4,0,0,0,,0,4,,4
1376.jpg,0,3.9,0,4,0,0,0,,0,4,,4
1377.jpg,0,1.9,0.5,2.5,0.5,0.5,0,,1,3,,2
1378.jpg,0,4.3,0,4,0,0,0,,0,4,,4
1379.jpg,0,2.8,0.5,3,0.5,0,0,,1,3,,3
138.jpg,0,0.4,0,0.5,0,0.5,0,,0,1,,0
1380.jpg,0,1.3,0,1.5,0,0.5,0,,0,2,,1
1381.jpg,0.1,2.7,0,2.5,0,0.5,0,,0,2,,3
1382.jpg,0,2.2,0.5,2,0.5,0,0,,1,2,,2
1383.jpg,0,2.3,0,3,0,0,0,,0,3,,3
1384.jpg,0.1,2.3,0.5,3,0.5,0,0,,1,3,,3
1385.jpg,0.1,1.4,0.5,1.5,0.5,0.5,0,,1,1,,2
1386.jpg,0,1.6,0,1.5,0,0.5,0,,0,2,,1
1387.jpg,0.1,2.8,0.5,2.5,0.5,0.5,1,,0,2,,3
1388.jpg,0,2.5,0,3,0,0,0,,0,3,,3
1389.jpg,0,1.4,0,1.5,0,0.5,0,,0,2,,1
139.jpg,0,0.8,0.5,1,0.5,1,0,,1,2,,0
1390.jpg,0.1,1.6,0.5,1.5,0.5,0.5,0,,1,2,,1
1391.jpg,0,2.4,0,2,0,0,0,,0,2,,2
1392.jpg,0,1,0,1.5,0,0.5,0,,0,2,,1
1393.jpg,0.1,0.8,0,1,0,1,0,,0,2,,0
1394.jpg,0.1,0.5,0.5,1,0.5,1,0,,1,2,,0
1395.jpg,0,2.2,0,2,0,0,0,,0,2,,2
1396.jpg,0,2.9,0,3,0,0,0,,0,3,,3
1397.jpg,0,2.4,0,2.5,0,0.5,0,,0,3,,2
1398.jpg,0,0.6,0,0,0,0,0,,0,0,,0
1399.jpg,0.1,1,0,0.5,0,0.5,0,,0,0,,1
14.jpg,0,7,0,7,0,0,0,,0,7,,7
140.jpg,0,0.9,0,0.5,0,0.5,0,,0,0,,1
1400.jpg,0.1,0.2,0,0,0,0,0,,0,0,,0
1401.jpg,0,1.6,0,2,0,0,0,,0,2,,2
1402.jpg,0.1,1.5,0.5,1,0.5,0,0,,1,1,,1
1403.jpg,0,2.4,0.5,2.5,0.5,0.5,0,,1,3,,2
1404.jpg,0,1.4,0.5,1.5,0.5,0.5,0,,1,1,,2
1405.jpg,0.1,1.8,0,2,0,0,0,,0,2,,2
1406.jpg,0,2.1,0,2.5,0,0.5,0,,0,3,,2
1407.jpg,0,0.1,0,0,0,0,0,,0,0,,0
1408.jpg,0.1,0.2,0,0,0,0,0,,0,0,,0
1409.jpg,0,0.2,0,0,0,0,0,,0,0,,0
141.jpg,0,0.8,0,0.5,0,0.5,0,,0,0,,1
1410.jpg,0,1.5,0,2.5,0,0.5,0,,0,3,,2
1411.jpg,0.1,0.8,0.5,1.5,0.5,0.5,0,,1,2,,1
1412.jpg,0,0.9,0,1.5,0,0.5,0,,0,2,,1
1413.jpg,0,1,0,1,0,0,0,,0,1,,1
1414.jpg,0.1,1.2,0,2,0,0,0,,0,2,,2
1415.jpg,0.1,1.1,0,1,0,0,0,,0,1,,1
1416.jpg,0,0.7,0.5,0.5,0.5,0.5,1,,0,0,,1
1417.jpg,0.1,1.8,0.5,2,0.5,0,0,,1,2,,2
1418.jpg,0.1,1.2,0,1.5,0,0.5,0,,0,2,,1
1419.jpg,0,1.2,0,1,0,0,0,,0,1,,1
142.jpg,0,0,0,0.5,0,0.5,0,,0,1,,0
1420.jpg,0.1,0.5,0,1,0,0,0,,0,1,,1
1421.jpg,0,0.5,0,0,0,0,0,,0,0,,0
1422.jpg,0.1,1.4,0.5,2,0.5,0,0,,1,2,,2
1423.jpg,0.1,0.1,0,0,0,0,0,,0,0,,0
1424.jpg,0,0.6,0,0,0,0,0,,0,0,,0
1425.jpg,0,0.6,0,1,0,0,0,,0,1,,1
1426.jpg,0.1,0.8,0.5,1,0.5,0,0,,1,1,,1
1427.jpg,0,0.9,0,0.5,0,0.5,0,,0,0,,1
1428.jpg,0,1.3,0,0.5,0,0.5,0,,0,0,,1
1429.jpg,0.1,1,0,1.5,0,0.5,0,,0,2,,1
143.jpg,0,0.8,0,1,0,0,0,,0,1,,1
1430.jpg,0.1,0.1,0,0,0,0,0,,0,0,,0
1431.jpg,0.1,0.8,0,1,0,0,0,,0,1,,1
1432.jpg,0.1,0.2,0.5,0,0.5,0,0,,1,0,,0
1433.jpg,0,0.1,0,0,0,0,0,,0,0,,0
1434.jpg,0,1.5,0,2.5,0,0.5,0,,0,3,,2
1435.jpg,0.1,0.5,0.5,0.5,0.5,0.5,0,,1,0,,1
1436.jpg,0,0.7,0,1,0,0,0,,0,1,,1
1437.jpg,0,1.3,0,1.5,0,0.5,0,,0,2,,1
1438.jpg,0.1,1.4,0,1,0,0,0,,0,1,,1
1439.jpg,0.1,1.3,0.5,1.5,0.5,0.5,0,,1,1,,2
144.jpg,0,0.3,0.5,0.5,0.5,0.5,1,,0,0,,1
1440.jpg,0,0.4,0,0,0,0,0,,0,0,,0
1441.jpg,0.1,1.3,0.5,1.5,0.5,0.5,1,,0,2,,1
1442.jpg,0.1,1.1,0,1.5,0,0.5,0,,0,1,,2
1443.jpg,0,1.1,1,1,0,0,1,,1,1,,1
1444.jpg,0.1,1,0.5,0.5,0.5,0.5,0,,1,0,,1
1445.jpg,0,1.5,0,1,0,0,0,,0,1,,1
1446.jpg,0.1,0.8,0,0.5,0,0.5,0,,0,0,,1
1447.jpg,0.1,1.3,0,1,0,0,0,,0,1,,1
1448.jpg,0,1.3,0,1.5,0,0.5,0,,0,1,,2
1449.jpg,0,0.6,0,1,0,0,0,,0,1,,1
145.jpg,0,0.1,0,0,0,0,0,,0,0,,0
1450.jpg,0.1,0.6,0.5,0.5,0.5,0.5,0,,1,1,,0
1451.jpg,0,1.6,0.5,2,0.5,0,0,,1,2,,2
1452.jpg,0,1.2,0,1,0,0,0,,0,1,,1
1453.jpg,0.1,1.6,0,2,0,1,0,,0,3,,1
1454.jpg,0,0.9,0,1.5,0,0.5,0,,0,2,,1
1455.jpg,0.1,0.7,1,0,0,0,1,,1,0,,0
1456.jpg,0.1,0.1,0.5,0.5,0.5,0.5,0,,1,0,,1
1457.jpg,0,0.5,0.5,0.5,0.5,0.5,0,,1,1,,0
1458.jpg,0.1,1.9,0,2.5,0,0.5,0,,0,3,,2
1459.jpg,0.1,1,0,1.5,0,0.5,0,,0,2,,1
146.jpg,0,0.9,0,1,0,0,0,,0,1,,1
1460.jpg,0,1.6,0,2.5,0,0.5,0,,0,3,,2
1461.jpg,0,1,0.5,0.5,0.5,0.5,0,,1,0,,1
1462.jpg,0.1,0.3,0,0,0,0,0,,0,0,,0
1463.jpg,0.1,0.8,0.5,0.5,0.5,0.5,0,,1,0,,1
1464.jpg,0,0.9,0.5,1,0.5,0,0,,1,1,,1
1465.jpg,0,1.6,0,1.5,0,0.5,0,,0,2,,1
1466.jpg,0.1,1.8,0,2.5,0,0.5,0,,0,3,,2
1467.jpg,0,0.4,0.5,1,0.5,0,0,,1,1,,1
1468.jpg,0.1,1.4,0.5,2,0.5,0,1,,0,2,,2
1469.jpg,0,1.1,0.5,1.5,0.5,0.5,1,,0,1,,2
147.jpg,0,1.2,0,1.5,0,0.5,0,,0,2,,1
1470.jpg,0.1,1.1,0,1.5,0,0.5,0,,0,2,,1
1471.jpg,0.1,1.2,0,1.5,0,0.5,0,,0,1,,2
1472.jpg,0,1.1,0,1,0,0,0,,0,1,,1
1473.jpg,0,1.1,0.5,1.5,0.5,0.5,0,,1,2,,1
1474.jpg,0.1,0.9,0.5,0.5,0.5,0.5,0,,1,0,,1
1475.jpg,0,0.7,0.5,0.5,0.5,0.5,0,,1,1,,0
1476.jpg,0,2.8,0.5,2.5,0.5,0.5,0,,1,3,,2
1477.jpg,0,2.8,0.5,3,0.5,0,0,,1,3,,3
1478.jpg,0,1.4,0,1.5,0,0.5,0,,0,1,,2
1479.jpg,0,0.8,0,1,0,0,0,,0,1,,1
148.jpg,0,0.2,0.5,0,0.5,0,0,,1,0,,0
1480.jpg,0.1,1.9,0,2,0,0,0,,0,2,,2
1481.jpg,0,1.3,0,1.5,0,0.5,0,,0,1,,2
1482.jpg,0,0.9,0,1,0,0,0,,0,1,,1
1483.jpg,0.1,0.6,0,0.5,0,0.5,0,,0,0,,1
1484.jpg,0,0.5,0.5,1,0.5,0,1,,0,1,,1
1485.jpg,0,0.9,0,0.5,0,0.5,0,,0,0,,1
1486.jpg,0,0.6,0.5,0.5,0.5,0.5,0,,1,0,,1
1487.jpg,0.1,0.4,0.5,0.5,0.5,0.5,0,,1,0,,1
1488.jpg,0,0.7,0,0.5,0,0.5,0,,0,0,,1
1489.jpg,0.1,0.2,0.5,0.5,0.5,0.5,0,,1,0,,1
149.jpg,0.1,0.7,0,1,0,0,0,,0,1,,1
1490.jpg,0.1,0.7,0,0.5,0,0.5,0,,0,0,,1
1491.jpg,0,2.1,0,2,0,0,0,,0,2,,2
1492.jpg,0.1,1.3,0,1,0,1,0,,0,0,,2
1493.jpg,0.1,1.5,0,2,0,0,0,,0,2,,2
1494.jpg,0.1,1.2,0,1,0,0,0,,0,1,,1
1495.jpg,0.1,1.4,0.5,1.5,0.5,0.5,0,,1,1,,2
1496.jpg,0,1.5,0,2,0,0,0,,0,2,,2
1497.jpg,0,1.1,0.5,1.5,0.5,0.5,0,,1,2,,1
1498.jpg,0,1.5,0.5,2,0.5,0,0,,1,2,,2
1499.jpg,0.1,1.2,0.5,1.5,0.5,0.5,0,,1,2,,1
15.jpg,0,8.5,0.5,9.5,0.5,0.5,0,,1,10,,9
150.jpg,0,0.4,0,0.5,0,0.5,0,,0,1,,0
1500.jpg,0,0.8,0.5,1,0.5,0,0,,1,1,,1
1501.jpg,0.1,0.2,0,0,0,0,0,,0,0,,0
1502.jpg,0,0.4,0.5,0,0.5,0,0,,1,0,,0
1503.jpg,0.1,0.9,0,1.5,0,0.5,0,,0,2,,1
1504.jpg,0.1,0.6,0,0.5,0,0.5,0,,0,0,,1
1505.jpg,0,1.3,0.5,1.5,0.5,0.5,1,,0,1,,2
1506.jpg,0.1,1.1,0,1,0,0,0,,0,1,,1
1507.jpg,0.1,2.1,0,3,0,0,0,,0,3,,3
1508.jpg,0,1.6,0,1,0,0,0,,0,1,,1
1509.jpg,0,0.7,0,1,0,0,0,,0,1,,1
151.jpg,0,0.1,0.5,0.5,0.5,0.5,0,,1,1,,0
1510.jpg,0,0.5,0.5,0.5,0.5,0.5,0,,1,1,,0
1511.jpg,0.1,1.1,0.5,1,0.5,0,1,,0,1,,1
1512.jpg,0,1.7,0.5,2,0.5,0,0,,1,2,,2
1513.jpg,0,2.6,0,2.5,0,0.5,0,,0,2,,3
1514.jpg,0.1,2.3,0,2.5,0,0.5,0,,0,3,,2
1515.jpg,0.1,0.5,0.5,1,0.5,0,0,,1,1,,1
1516.jpg,0.1,1,1,1,0,0,1,,1,1,,1
1517.jpg,0,1.6,1,2,0,0,1,,1,2,,2
1518.jpg,0.1,0.9,0,1.5,0,0.5,0,,0,2,,1
1519.jpg,0.1,1.6,0.5,1.5,0.5,0.5,0,,1,2,,1
152.jpg,0.1,0.9,0.5,1,0.5,0,0,,1,1,,1
1520.jpg,0,2,0.5,2,0.5,0,0,,1,2,,2
1521.jpg,0,2.4,0,2,0,0,0,,0,2,,2
1522.jpg,0.1,1.4,0,2,0,0,0,,0,2,,2
1523.jpg,0.1,1.4,0,2,0,0,0,,0,2,,2
1524.jpg,0,0.9,0.5,0.5,0.5,0.5,0,,1,0,,1
1525.jpg,0.1,0.7,0,0.5,0,0.5,0,,0,0,,1
1526.jpg,0.1,0.5,0,0.5,0,0.5,0,,0,1,,0
1527.jpg,0.1,0.8,0,0.5,0,0.5,0,,0,0,,1
1528.jpg,0.1,0.5,0,0.5,0,0.5,0,,0,0,,1
1529.jpg,0,1.1,0.5,0.5,0.5,0.5,1,,0,0,,1
153.jpg,0,0.5,0,0.5,0,0.5,0,,0,1,,0
1530.jpg,0,0.4,0,0.5,0,0.5,0,,0,1,,0
1531.jpg,0.1,0.5,0,0.5,0,0.5,0,,0,1,,0
1532.jpg,0,0.6,0,1,0,0,0,,0,1,,1
1533.jpg,0,0.4,0,1,0,0,0,,0,1,,1
1534.jpg,0.1,0.7,0.5,1,0.5,0,1,,0,1,,1
1535.jpg,0.1,1.7,0,1.5,0,0.5,0,,0,1,,2
1536.jpg,0,0.7,0.5,1,0.5,0,0,,1,1,,1
1537.jpg,0.1,0.6,0,0.5,0,0.5,0,,0,0,,1
1538.jpg,0.1,1.3,0,2,0,0,0,,0,2,,2
1539.jpg,0.1,0.5,0,0,0,0,0,,0,0,,0
154.jpg,0,0,0,0,0,0,0,,0,0,,0
1540.jpg,0.1,0.3,0,0,0,0,0,,0,0,,0
1541.jpg,0,1,0,1,0,0,0,,0,1,,1
1542.jpg,0.1,1,0,1,0,0,0,,0,1,,1
1543.jpg,0.1,2.3,0.5,2,0.5,0,0,,1,2,,2
1544.jpg,0,1.5,0.5,2,0.5,0,1,,0,2,,2
1545.jpg,0,0.8,0,0.5,0,0.5,0,,0,0,,1
1546.jpg,0.1,1.8,0,2,0,0,0,,0,2,,2
1547.jpg,0,1.3,0,2,0,0,0,,0,2,,2
1548.jpg,0,1.4,0,2,0,0,0,,0,2,,2
1549.jpg,0.1,0.5,0,0,0,0,0,,0,0,,0
155.jpg,0,1.2,0,1,0,0,0,,0,1,,1
1550.jpg,0,0.7,0,1,0,0,0,,0,1,,1
1551.jpg,0.1,0.9,0,1,0,0,0,,0,1,,1
1552.jpg,0.1,0.2,0,0,0,0,0,,0,0,,0
1553.jpg,0,0.3,0,0.5,0,0.5,0,,0,1,,0
1554.jpg,0.1,2.4,0.5,2.5,0.5,0.5,1,,0,2,,3
1555.jpg,0.1,1.8,0,2.5,0,0.5,0,,0,3,,2
1556.jpg,0,1.9,0,2,0,0,0,,0,2,,2
1557.jpg,0,1.1,0.5,2,0.5,0,0,,1,2,,2
1558.jpg,0,0.8,0,0.5,0,0.5,0,,0,0,,1
1559.jpg,0.1,2.1,0,1.5,0,0.5,0,,0,1,,2
156.jpg,0,0.5,0.5,0.5,0.5,0.5,0,,1,0,,1
1560.jpg,0,0.6,0,0,0,0,0,,0,0,,0
1561.jpg,0.1,0.5,0,1,0,0,0,,0,1,,1
1562.jpg,0.1,1.2,0.5,1,0.5,1,1,,0,0,,2
1563.jpg,0.1,0.9,0,1,0,0,0,,0,1,,1
1564.jpg,0.1,2.1,0,2,0,0,0,,0,2,,2
1565.jpg,0,1.6,0,2,0,0,0,,0,2,,2
1566.jpg,0.1,0.7,0,1,0,0,0,,0,1,,1
1567.jpg,0.1,1.5,0.5,1.5,0.5,0.5,1,,0,2,,1
1568.jpg,0,1.1,0,1.5,0,0.5,0,,0,1,,2
1569.jpg,0,1.9,0,2,0,0,0,,0,2,,2
157.jpg,0,0,0.5,0,0.5,0,0,,1,0,,0
1570.jpg,0.1,2,0.5,2.5,0.5,0.5,0,,1,3,,2
1571.jpg,0.1,2.1,0.5,2,0.5,0,1,,0,2,,2
1572.jpg,0,3.6,0.5,3.5,0.5,0.5,0,,1,3,,4
1573.jpg,0,1.3,0.5,1,0.5,0,0,,1,1,,1
1574.jpg,0.1,1.3,0,1.5,0,0.5,0,,0,1,,2
1575.jpg,0,2.3,1,2,0,0,1,,1,2,,2
1576.jpg,0.1,2,0,2,0,0,0,,0,2,,2
